"ensembl_gene_id","entrezgene_id","hgnc_symbol"
"ENSG00000136717",274,"BIN1"
"ENSG00000136770",64215,"DNAJC1"
"ENSG00000136807",1025,"CDK9"
"ENSG00000136810",7295,"TXN"
"ENSG00000136826",9314,"KLF4"
"ENSG00000136866",7539,"ZFP37"
"ENSG00000136870",7743,"ZNF189"
"ENSG00000136931",2516,"NR5A1"
"ENSG00000136936",7507,"XPA"
"ENSG00000136944",4010,"LMX1B"
"ENSG00000136997",4609,"MYC"
"ENSG00000137054",64425,"POLR1E"
"ENSG00000137074",54840,"APTX"
"ENSG00000137090",1761,"DMRT1"
"ENSG00000137161",10695,"CNPY3"
"ENSG00000137166",116113,"FOXP4"
"ENSG00000137185",7746,"ZSCAN9"
"ENSG00000137193",5292,"PIM1"
"ENSG00000137203",7020,"TFAP2A"
"ENSG00000137265",3662,"IRF4"
"ENSG00000137270",8521,"GCM1"
"ENSG00000137273",2295,"FOXF2"
"ENSG00000137309",3159,"HMGA1"
"ENSG00000137310",6941,"TCF19"
"ENSG00000137338",84547,"PGBD1"
"ENSG00000137413",129685,"TAF8"
"ENSG00000137486",408,"ARRB1"
"ENSG00000137492",5612,"THAP12"
"ENSG00000137494",338699,"ANKRD42"
"ENSG00000137504",58487,"CREBZF"
"ENSG00000137574",96764,"TGS1"
"ENSG00000137693",10413,"YAP1"
"ENSG00000137699",23650,"TRIM29"
"ENSG00000137709",25833,"POU2F3"
"ENSG00000137776",79811,"SLTM"
"ENSG00000137815",23168,"RTF1"
"ENSG00000137834",4091,"SMAD6"
"ENSG00000137871",54816,"ZNF280D"
"ENSG00000137947",2959,"GTF2B"
"ENSG00000137948",676,"BRDT"
"ENSG00000138073",10113,"PREB"
"ENSG00000138083",6496,"SIX3"
"ENSG00000138095",10128,"LRPPRC"
"ENSG00000138136",10660,"LBX1"
"ENSG00000138303",51008,"ASCC1"
"ENSG00000138311",22891,"ZNF365"
"ENSG00000138375",50485,"SMARCAL1"
"ENSG00000138376",580,"BARD1"
"ENSG00000138378",6775,"STAT4"
"ENSG00000138379",2660,"MSTN"
"ENSG00000138380",79800,"CARF"
"ENSG00000138385",6741,"SSB"
"ENSG00000138386",4664,"NAB1"
"ENSG00000138433",9541,"CIR1"
"ENSG00000138663",51138,"COPS4"
"ENSG00000138668",3184,"HNRNPD"
"ENSG00000138709",55132,"LARP1B"
"ENSG00000138738",11107,"PRDM5"
"ENSG00000138767",246175,"CNOT6L"
"ENSG00000138785",57117,"INTS12"
"ENSG00000138795",51176,"LEF1"
"ENSG00000138798",1950,"EGF"
"ENSG00000139083",2120,"ETV6"
"ENSG00000139154",121536,"AEBP2"
"ENSG00000139352",429,"ASCL1"
"ENSG00000139372",6996,"TDG"
"ENSG00000139445",121643,"FOXN4"
"ENSG00000139515",3651,"PDX1"
"ENSG00000139546",6895,"TARBP2"
"ENSG00000139567",94,"ACVRL1"
"ENSG00000139613",6601,"SMARCC2"
"ENSG00000139618",675,"BRCA2"
"ENSG00000139624",91012,"CERS5"
"ENSG00000139651",283337,"ZNF740"
"ENSG00000139687",5925,"RB1"
"ENSG00000139718",23067,"SETD1B"
"ENSG00000139746",64062,"RBM26"
"ENSG00000139793",10150,"MBNL2"
"ENSG00000139797",140432,"RNF113B"
"ENSG00000139800",85416,"ZIC5"
"ENSG00000139842",8451,"CUL4A"
"ENSG00000139921",81542,"TMX1"
"ENSG00000140009",2100,"ESR2"
"ENSG00000140015",27133,"KCNH5"
"ENSG00000140044",122953,"JDP2"
"ENSG00000140262",6938,"TCF12"
"ENSG00000140265",146050,"ZSCAN29"
"ENSG00000140307",2958,"GTF2A2"
"ENSG00000140332",7090,"TLE3"
"ENSG00000140350",8125,"ANP32A"
"ENSG00000140382",10363,"HMG20A"
"ENSG00000140386",49855,"SCAPER"
"ENSG00000140396",10499,"NCOA2"
"ENSG00000140464",5371,"PML"
"ENSG00000140470",170691,"ADAMTS17"
"ENSG00000140479",5046,"PCSK6"
"ENSG00000140534",90381,"TICRR"
"ENSG00000140548",374655,"ZNF710"
"ENSG00000140577",64784,"CRTC3"
"ENSG00000140632",84656,"GLYR1"
"ENSG00000140682",7041,"TGFB1I1"
"ENSG00000140694",5073,"PARN"
"ENSG00000140743",1039,"CDR2"
"ENSG00000140829",9785,"DHX38"
"ENSG00000140836",463,"ZFHX3"
"ENSG00000140943",8720,"MBTPS1"
"ENSG00000140968",3394,"IRF8"
"ENSG00000140987",54925,"ZSCAN32"
"ENSG00000140993",91151,"TIGD7"
"ENSG00000141002",22980,"TCF25"
"ENSG00000141026",55090,"MED9"
"ENSG00000141027",9611,"NCOR1"
"ENSG00000141030",8533,"COPS3"
"ENSG00000141040",57336,"ZNF287"
"ENSG00000141052",93649,"MYOCD"
"ENSG00000141232",10140,"TOB1"
"ENSG00000141298",85464,"SSH2"
"ENSG00000141384",6875,"TAF4B"
"ENSG00000141448",2627,"GATA6"
"ENSG00000141503",50488,"MINK1"
"ENSG00000141510",7157,"TP53"
"ENSG00000141568",3607,"FOXK2"
"ENSG00000141569",201292,"TRIM65"
"ENSG00000141570",57332,"CBX8"
"ENSG00000141579",79755,"ZNF750"
"ENSG00000141580",56270,"WDR45B"
"ENSG00000141582",8535,"CBX4"
"ENSG00000141644",4152,"MBD1"
"ENSG00000141646",4089,"SMAD4"
"ENSG00000141736",2064,"ERBB2"
"ENSG00000141867",23476,"BRD4"
"ENSG00000141905",4782,"NFIC"
"ENSG00000141946",114026,"ZIM3"
"ENSG00000141956",63977,"PRDM15"
"ENSG00000141965",55527,"FEM1A"
"ENSG00000141968",7409,"VAV1"
"ENSG00000141994",56931,"DUS3L"
"ENSG00000142025",63946,"DMRTC2"
"ENSG00000142065",57677,"ZFP14"
"ENSG00000142082",23410,"SIRT3"
"ENSG00000142182",29947,"DNMT3L"
"ENSG00000142186",57410,"SCYL1"
"ENSG00000142192",351,"APP"
"ENSG00000142396",105372481,"ERVK3-1"
"ENSG00000142409",126208,"ZNF787"
"ENSG00000142453",10498,"CARM1"
"ENSG00000142528",25888,"ZNF473"
"ENSG00000142556",80110,"ZNF614"
"ENSG00000142599",473,"RERE"
"ENSG00000142611",63976,"PRDM16"
"ENSG00000142655",5195,"PEX14"
"ENSG00000142684",51042,"ZNF593"
"ENSG00000142700",63950,"DMRTA2"
"ENSG00000142856",23421,"ITGB3BP"
"ENSG00000142867",8915,"BCL10"
"ENSG00000143006",63948,"DMRTB1"
"ENSG00000143013",8543,"LMO4"
"ENSG00000143032",343472,"BARHL2"
"ENSG00000143033",22823,"MTF2"
"ENSG00000143067",90874,"ZNF697"
"ENSG00000143157",57645,"POGK"
"ENSG00000143162",8804,"CREG1"
"ENSG00000143171",6258,"RXRG"
"ENSG00000143178",9095,"TBX19"
"ENSG00000143190",5451,"POU2F1"
"ENSG00000143194",84944,"MAEL"
"ENSG00000143257",9970,"NR1I3"
"ENSG00000143320",1382,"CRABP2"
"ENSG00000143321",3068,"HDGF"
"ENSG00000143355",56956,"LHX9"
"ENSG00000143365",6097,"RORC"
"ENSG00000143373",57592,"ZNF687"
"ENSG00000143379",9869,"SETDB1"
"ENSG00000143390",5993,"RFX5"
"ENSG00000143418",29956,"CERS2"
"ENSG00000143437",405,"ARNT"
"ENSG00000143442",23126,"POGZ"
"ENSG00000143458",126626,"GABPB2"
"ENSG00000143473",3756,"KCNH1"
"ENSG00000143498",9015,"TAF1A"
"ENSG00000143514",7159,"TP53BP2"
"ENSG00000143575",10456,"HAX1"
"ENSG00000143578",148327,"CREB3L4"
"ENSG00000143614",57459,"GATAD2B"
"ENSG00000143621",3608,"ILF2"
"ENSG00000143799",142,"PARP1"
"ENSG00000143842",9580,"SOX13"
"ENSG00000143867",130497,"OSR1"
"ENSG00000143970",55252,"ASXL2"
"ENSG00000143995",4211,"MEIS1"
"ENSG00000144021",9391,"CIAO1"
"ENSG00000144026",84874,"ZNF514"
"ENSG00000144031",79998,"ANKRD53"
"ENSG00000144161",84524,"ZC3H8"
"ENSG00000144218",3899,"AFF3"
"ENSG00000144231",5433,"POLR2D"
"ENSG00000144290",57282,"SLC4A10"
"ENSG00000144331",151126,"ZNF385B"
"ENSG00000144354",83879,"CDCA7"
"ENSG00000144355",1745,"DLX1"
"ENSG00000144369",165215,"FAM171B"
"ENSG00000144485",55502,"HES6"
"ENSG00000144560",9686,"VGLL4"
"ENSG00000144579",58190,"CTDSP1"
"ENSG00000144597",85403,"EAF1"
"ENSG00000144655",64651,"CSRNP1"
"ENSG00000144677",10217,"CTDSPL"
"ENSG00000144712",23066,"CAND2"
"ENSG00000144747",7110,"TMF1"
"ENSG00000144791",8994,"LIMD1"
"ENSG00000144792",285349,"ZNF660"
"ENSG00000144802",64332,"NFKBIZ"
"ENSG00000144852",8856,"NR1I2"
"ENSG00000144893",116931,"MED12L"
"ENSG00000145088",55840,"EAF2"
"ENSG00000145332",57563,"KLHL8"
"ENSG00000145386",890,"CCNA2"
"ENSG00000145391",80854,"SETD7"
"ENSG00000145506",85409,"NKD2"
"ENSG00000145687",23635,"SSBP2"
"ENSG00000145734",55814,"BDP1"
"ENSG00000145736",2966,"GTF2H2"
"ENSG00000145741",689,"BTF3"
"ENSG00000145808",171019,"ADAMTS19"
"ENSG00000145908",91975,"ZNF300"
"ENSG00000146007",153527,"ZMAT2"
"ENSG00000146021",26249,"KLHL3"
"ENSG00000146063",90933,"TRIM41"
"ENSG00000146109",29777,"ABT1"
"ENSG00000146232",4794,"NFKBIE"
"ENSG00000146243",134728,"IRAK1BP1"
"ENSG00000146278",10957,"PNRC1"
"ENSG00000146285",256380,"SCML4"
"ENSG00000146414",257218,"SHPRH"
"ENSG00000146463",9202,"ZMYM4"
"ENSG00000146587",57786,"RBAK"
"ENSG00000146592",9586,"CREB5"
"ENSG00000146618",222894,"FERD3L"
"ENSG00000146676",5814,"PURB"
"ENSG00000146755",135892,"TRIM50"
"ENSG00000146757",168374,"ZNF92"
"ENSG00000146809",142685,"ASB15"
"ENSG00000146833",89122,"TRIM4"
"ENSG00000146926",136371,"ASB10"
"ENSG00000147044",8573,"CASK"
"ENSG00000147099",55869,"HDAC8"
"ENSG00000147117",7712,"ZNF157"
"ENSG00000147118",7569,"ZNF182"
"ENSG00000147121",55634,"KRBOX4"
"ENSG00000147124",7592,"ZNF41"
"ENSG00000147130",9203,"ZMYM3"
"ENSG00000147133",6872,"TAF1"
"ENSG00000147140",4841,"NONO"
"ENSG00000147180",7552,"ZNF711"
"ENSG00000147183",53336,"CPXCR1"
"ENSG00000147223",92129,"RIPPLY1"
"ENSG00000147274",27316,"RBMX"
"ENSG00000147394",7739,"ZNF185"
"ENSG00000147421",79618,"HMBOX1"
"ENSG00000147488",9705,"ST18"
"ENSG00000147548",54904,"NSD3"
"ENSG00000147596",63978,"PRDM14"
"ENSG00000147601",7013,"TERF1"
"ENSG00000147604",6129,"RPL7"
"ENSG00000147649",92140,"MTDH"
"ENSG00000147669",5440,"POLR2K"
"ENSG00000147789",7553,"ZNF7"
"ENSG00000147854",115426,"UHRF2"
"ENSG00000147862",4781,"NFIB"
"ENSG00000147889",1029,"CDKN2A"
"ENSG00000147896",56832,"IFNK"
"ENSG00000148143",58499,"ZNF462"
"ENSG00000148187",92399,"MRRF"
"ENSG00000148200",2649,"NR6A1"
"ENSG00000148229",54107,"POLE3"
"ENSG00000148297",6837,"MED22"
"ENSG00000148300",57109,"REXO4"
"ENSG00000148303",6130,"RPL7A"
"ENSG00000148308",9328,"GTF3C5"
"ENSG00000148331",140459,"ASB6"
"ENSG00000148337",25792,"CIZ1"
"ENSG00000148400",4851,"NOTCH1"
"ENSG00000148411",138151,"NACC2"
"ENSG00000148450",22921,"MSRB2"
"ENSG00000148513",91074,"ANKRD30A"
"ENSG00000148516",6935,"ZEB1"
"ENSG00000148572",29982,"NRBF2"
"ENSG00000148606",11128,"POLR3A"
"ENSG00000148677",27063,"ANKRD1"
"ENSG00000148704",11023,"VAX1"
"ENSG00000148737",6934,"TCF7L2"
"ENSG00000148826",84504,"NKX6-2"
"ENSG00000148835",6877,"TAF5"
"ENSG00000148840",23082,"PPRC1"
"ENSG00000148843",22984,"PDCD11"
"ENSG00000149016",64852,"TUT1"
"ENSG00000149050",7761,"ZNF214"
"ENSG00000149054",7762,"ZNF215"
"ENSG00000149136",6749,"SSRP1"
"ENSG00000149182",84364,"ARFGAP2"
"ENSG00000149262",92105,"INTS4"
"ENSG00000149273",6188,"RPS3"
"ENSG00000149308",4863,"NPAT"
"ENSG00000149311",472,"ATM"
"ENSG00000149480",9219,"MTA2"
"ENSG00000149485",3992,"FADS1"
"ENSG00000149600",149951,"COMMD7"
"ENSG00000149922",6911,"TBX6"
"ENSG00000149948",8091,"HMGA2"
"ENSG00000150051",283078,"MKX"
"ENSG00000150244",79097,"TRIM48"
"ENSG00000150347",84159,"ARID5B"
"ENSG00000150361",57626,"KLHL1"
"ENSG00000150459",10284,"SAP18"
"ENSG00000150593",27250,"PDCD4"
"ENSG00000150907",2308,"FOXO1"
"ENSG00000151014",25819,"NOCT"
"ENSG00000151090",7068,"THRB"
"ENSG00000151136",121551,"ABTB3"
"ENSG00000151240",22982,"DIP2C"
"ENSG00000151322",64067,"NPAS3"
"ENSG00000151365",7069,"THRSP"
"ENSG00000151379",343930,"MSGN1"
"ENSG00000151498",27034,"ACAD8"
"ENSG00000151612",152485,"ZNF827"
"ENSG00000151615",5458,"POU4F2"
"ENSG00000151623",4306,"NR3C2"
"ENSG00000151650",27287,"VENTX"
"ENSG00000151657",22944,"KIN"
"ENSG00000151692",9781,"RNF144A"
"ENSG00000151702",2313,"FLI1"
"ENSG00000151725",79682,"CENPU"
"ENSG00000151789",79750,"ZNF385D"
"ENSG00000151923",7073,"TIAL1"
"ENSG00000152192",5457,"POU4F1"
"ENSG00000152217",26040,"SETBP1"
"ENSG00000152266",5741,"PTH"
"ENSG00000152284",83439,"TCF7L1"
"ENSG00000152409",133746,"JMY"
"ENSG00000152433",284306,"ZNF547"
"ENSG00000152439",374928,"ZNF773"
"ENSG00000152443",284309,"ZNF776"
"ENSG00000152454",10172,"ZNF256"
"ENSG00000152455",79723,"SUV39H2"
"ENSG00000152467",284312,"ZSCAN1"
"ENSG00000152475",116412,"ZNF837"
"ENSG00000152518",678,"ZFP36L2"
"ENSG00000152601",4154,"MBNL1"
"ENSG00000152766",118932,"ANKRD22"
"ENSG00000152784",56978,"PRDM8"
"ENSG00000152795",9987,"HNRNPDL"
"ENSG00000152804",3087,"HHEX"
"ENSG00000152944",9412,"MED21"
"ENSG00000152977",7545,"ZIC1"
"ENSG00000153046",9425,"CDYL"
"ENSG00000153048",23589,"CARHSP1"
"ENSG00000153071",1601,"DAB2"
"ENSG00000153147",8467,"SMARCA5"
"ENSG00000153162",654,"BMP6"
"ENSG00000153187",3192,"HNRNPU"
"ENSG00000153207",25909,"AHCTF1"
"ENSG00000153234",4929,"NR4A2"
"ENSG00000153266",55079,"FEZF2"
"ENSG00000153487",3621,"ING1"
"ENSG00000153560",7342,"UBP1"
"ENSG00000153767",2960,"GTF2E1"
"ENSG00000153779",90316,"TGIF2LX"
"ENSG00000153786",55625,"ZDHHC7"
"ENSG00000153814",221895,"JAZF1"
"ENSG00000153879",1054,"CEBPG"
"ENSG00000153896",148103,"ZNF599"
"ENSG00000153922",1105,"CHD1"
"ENSG00000153975",221302,"ZUP1"
"ENSG00000154222",200014,"CC2D1B"
"ENSG00000154227",204219,"CERS3"
"ENSG00000154328",252969,"NEIL2"
"ENSG00000154556",8470,"SORBS2"
"ENSG00000154582",6921,"ELOC"
"ENSG00000154655",91133,"L3MBTL4"
"ENSG00000154727",2551,"GABPA"
"ENSG00000154767",7508,"XPC"
"ENSG00000154832",30827,"CXXC1"
"ENSG00000154957",7566,"ZNF18"
"ENSG00000155090",7071,"KLF10"
"ENSG00000155229",64210,"MMS19"
"ENSG00000155438",84365,"NIFK"
"ENSG00000155506",23367,"LARP1"
"ENSG00000155508",9337,"CNOT8"
"ENSG00000155545",166968,"MIER3"
"ENSG00000155592",342357,"ZKSCAN2"
"ENSG00000155792",64798,"DEPTOR"
"ENSG00000155827",56254,"RNF20"
"ENSG00000155846",133522,"PPARGC1B"
"ENSG00000155868",9443,"MED7"
"ENSG00000155966",2334,"AFF2"
"ENSG00000156030",91748,"MIDEAS"
"ENSG00000156127",10538,"BATF"
"ENSG00000156150",257,"ALX3"
"ENSG00000156273",571,"BACH1"
"ENSG00000156374",84108,"PCGF6"
"ENSG00000156508",1915,"EEF1A1"
"ENSG00000156531",84295,"PHF6"
"ENSG00000156603",219541,"MED19"
"ENSG00000156639",60685,"ZFAND3"
"ENSG00000156650",23522,"KAT6B"
"ENSG00000156853",115509,"ZNF689"
"ENSG00000156925",7547,"ZIC3"
"ENSG00000156983",7862,"BRPF1"
"ENSG00000157110",11030,"RBPMS"
"ENSG00000157119",131377,"KLHL40"
"ENSG00000157168",3084,"NRG1"
"ENSG00000157212",22976,"PAXIP1"
"ENSG00000157216",23648,"SSBP3"
"ENSG00000157227",4323,"MMP14"
"ENSG00000157240",8321,"FZD1"
"ENSG00000157259",57798,"GATAD1"
"ENSG00000157429",7567,"ZNF19"
"ENSG00000157514",1831,"TSC22D3"
"ENSG00000157554",2078,"ERG"
"ENSG00000157557",2114,"ETS2"
"ENSG00000157613",90993,"CREB3L1"
"ENSG00000157657",114991,"ZNF618"
"ENSG00000157827",114793,"FMNL2"
"ENSG00000157933",6497,"SKI"
"ENSG00000158055",57822,"GRHL3"
"ENSG00000158161",2140,"EYA3"
"ENSG00000158163",199221,"DZIP1L"
"ENSG00000158290",8450,"CUL4B"
"ENSG00000158373",3017,"H2BC5"
"ENSG00000158417",9669,"EIF5B"
"ENSG00000158545",124245,"ZC3H18"
"ENSG00000158636",56946,"EMSY"
"ENSG00000158691",9753,"ZSCAN12"
"ENSG00000158711",2005,"ELK4"
"ENSG00000158717",115992,"RNF166"
"ENSG00000158773",7391,"USF1"
"ENSG00000158796",9191,"DEDD"
"ENSG00000158805",92822,"ZNF276"
"ENSG00000158806",10361,"NPM2"
"ENSG00000159086",94104,"PAXBP1"
"ENSG00000159176",1465,"CSRP1"
"ENSG00000159184",10481,"HOXB13"
"ENSG00000159200",1827,"RCAN1"
"ENSG00000159210",11267,"SNF8"
"ENSG00000159216",861,"RUNX1"
"ENSG00000159259",8208,"CHAF1B"
"ENSG00000159263",6493,"SIM2"
"ENSG00000159322",83440,"ADPGK"
"ENSG00000159339",23569,"PADI4"
"ENSG00000159387",79190,"IRX6"
"ENSG00000159388",7832,"BTG2"
"ENSG00000159409",11189,"CELF3"
"ENSG00000159479",112950,"MED8"
"ENSG00000159556",64843,"ISL2"
"ENSG00000159592",60313,"GPBP1L1"
"ENSG00000159692",1487,"CTBP1"
"ENSG00000159714",29800,"ZDHHC1"
"ENSG00000159840",7791,"ZYX"
"ENSG00000159882",7773,"ZNF230"
"ENSG00000159885",7673,"ZNF222"
"ENSG00000159905",7638,"ZNF221"
"ENSG00000159915",353355,"ZNF233"
"ENSG00000159917",9310,"ZNF235"
"ENSG00000160007",2909,"ARHGAP35"
"ENSG00000160062",653121,"ZBTB8A"
"ENSG00000160094",149076,"ZNF362"
"ENSG00000160113",2063,"NR2F6"
"ENSG00000160179",9619,"ABCG1"
"ENSG00000160199",5316,"PKNOX1"
"ENSG00000160201",7307,"U2AF1"
"ENSG00000160207",11077,"HSF2BP"
"ENSG00000160224",326,"AIRE"
"ENSG00000160229",7617,"ZNF66"
"ENSG00000160321",7757,"ZNF208"
"ENSG00000160336",388561,"ZNF761"
"ENSG00000160352",148206,"ZNF714"
"ENSG00000160563",9442,"MED27"
"ENSG00000160570",162989,"DEDD2"
"ENSG00000160633",6294,"SAFB"
"ENSG00000160678",6271,"S100A1"
"ENSG00000160685",51043,"ZBTB7B"
"ENSG00000160710",103,"ADAR"
"ENSG00000160767",10712,"ENTREP3"
"ENSG00000160783",11243,"PMF1"
"ENSG00000160877",112939,"NACC1"
"ENSG00000160888",9592,"IER2"
"ENSG00000160908",84124,"ZNF394"
"ENSG00000160917",10898,"CPSF4"
"ENSG00000160949",4796,"TONSL"
"ENSG00000160959",9684,"LRRC14"
"ENSG00000160961",84449,"ZNF333"
"ENSG00000160973",8928,"FOXH1"
"ENSG00000161011",8878,"SQSTM1"
"ENSG00000161021",9794,"MAML1"
"ENSG00000161057",5701,"PSMC2"
"ENSG00000161091",126321,"MFSD12"
"ENSG00000161202",1857,"DVL3"
"ENSG00000161265",199746,"U2AF1L4"
"ENSG00000161277",199745,"THAP8"
"ENSG00000161298",84911,"ZNF382"
"ENSG00000161405",22806,"IKZF3"
"ENSG00000161526",29115,"SAP30BP"
"ENSG00000161547",6427,"SRSF2"
"ENSG00000161551",84765,"ZNF577"
"ENSG00000161642",25946,"ZNF385A"
"ENSG00000161813",113251,"LARP4"
"ENSG00000161914",115950,"ZNF653"
"ENSG00000161920",400569,"MED11"
"ENSG00000161939",NA,"RNASEK-C17orf49"
"ENSG00000161940",255877,"BCL6B"
"ENSG00000161980",51728,"POLR3K"
"ENSG00000162086",7627,"ZNF75A"
"ENSG00000162227",10629,"TAF6L"
"ENSG00000162300",7542,"ZFPL1"
"ENSG00000162302",8986,"RPS6KA4"
"ENSG00000162367",6886,"TAL1"
"ENSG00000162413",9903,"KLHL21"
"ENSG00000162419",10691,"GMEB1"
"ENSG00000162521",5928,"RBBP4"
"ENSG00000162599",4774,"NFIA"
"ENSG00000162601",114803,"MYSM1"
"ENSG00000162613",8880,"FUBP1"
"ENSG00000162624",431707,"LHX8"
"ENSG00000162664",284695,"ZNF326"
"ENSG00000162676",2672,"GFI1"
"ENSG00000162702",23528,"ZNF281"
"ENSG00000162714",84838,"ZNF496"
"ENSG00000162722",25893,"TRIM58"
"ENSG00000162761",4009,"LMX1A"
"ENSG00000162772",467,"ATF3"
"ENSG00000162775",64783,"RBM15"
"ENSG00000162813",10380,"BPNT1"
"ENSG00000162851",64216,"TFB2M"
"ENSG00000162894",9214,"FCMR"
"ENSG00000162924",5966,"REL"
"ENSG00000162931",51127,"TRIM17"
"ENSG00000162992",4760,"NEUROD1"
"ENSG00000163013",150726,"FBXO41"
"ENSG00000163064",2019,"EN1"
"ENSG00000163104",56916,"SMARCAD1"
"ENSG00000163110",10611,"PDLIM5"
"ENSG00000163132",4487,"MSX1"
"ENSG00000163159",6944,"VPS72"
"ENSG00000163161",2071,"ERCC3"
"ENSG00000163170",388962,"BOLA3"
"ENSG00000163214",90957,"DHX57"
"ENSG00000163320",8545,"CGGBP1"
"ENSG00000163328",151556,"GPR155"
"ENSG00000163346",57326,"PBXIP1"
"ENSG00000163348",90780,"PYGO2"
"ENSG00000163349",204851,"HIPK1"
"ENSG00000163435",1999,"ELF3"
"ENSG00000163482",27148,"STK36"
"ENSG00000163497",54738,"FEV"
"ENSG00000163501",3549,"IHH"
"ENSG00000163508",8320,"EOMES"
"ENSG00000163516",55139,"ANKZF1"
"ENSG00000163517",79885,"HDAC11"
"ENSG00000163563",4332,"MNDA"
"ENSG00000163565",3428,"IFI16"
"ENSG00000163602",23429,"RYBP"
"ENSG00000163623",4825,"NKX6-1"
"ENSG00000163635",6314,"ATXN7"
"ENSG00000163659",25976,"TIPARP"
"ENSG00000163660",57018,"CCNL1"
"ENSG00000163666",8820,"HESX1"
"ENSG00000163697",323,"APBB2"
"ENSG00000163792",150921,"TCF23"
"ENSG00000163795",130557,"ZNF513"
"ENSG00000163848",7707,"ZNF148"
"ENSG00000163867",9204,"ZMYM6"
"ENSG00000163872",55689,"YEATS2"
"ENSG00000163877",79753,"SNIP1"
"ENSG00000163882",5437,"POLR2H"
"ENSG00000163884",28999,"KLF15"
"ENSG00000163909",26508,"HEYL"
"ENSG00000163935",51460,"SFMBT1"
"ENSG00000163939",55193,"PBRM1"
"ENSG00000163958",131540,"ZDHHC19"
"ENSG00000164011",51058,"ZNF691"
"ENSG00000164048",51385,"ZNF589"
"ENSG00000164050",5364,"PLXNB1"
"ENSG00000164078",4486,"MST1R"
"ENSG00000164093",5308,"PITX2"
"ENSG00000164104",3148,"HMGB2"
"ENSG00000164105",8819,"SAP30"
"ENSG00000164107",9464,"HAND2"
"ENSG00000164134",80155,"NAA15"
"ENSG00000164185",133923,"ZNF474"
"ENSG00000164256",56979,"PRDM9"
"ENSG00000164296",81789,"TIGD6"
"ENSG00000164299",84654,"SPZ1"
"ENSG00000164330",1879,"EBF1"
"ENSG00000164331",57763,"ANKRA2"
"ENSG00000164334",340069,"FAM170A"
"ENSG00000164379",94234,"FOXQ1"
"ENSG00000164438",30012,"TLX3"
"ENSG00000164442",10370,"CITED2"
"ENSG00000164458",6862,"TBXT"
"ENSG00000164463",153222,"CREBRF"
"ENSG00000164509",133396,"IL31RA"
"ENSG00000164532",57057,"TBX20"
"ENSG00000164576",79685,"SAP30L"
"ENSG00000164587",6208,"RPS14"
"ENSG00000164600",63974,"NEUROD6"
"ENSG00000164611",9232,"PTTG1"
"ENSG00000164620",285613,"RELL2"
"ENSG00000164631",7559,"ZNF12"
"ENSG00000164649",55536,"CDCA7L"
"ENSG00000164651",221833,"SP8"
"ENSG00000164683",23462,"HEY1"
"ENSG00000164684",619279,"ZNF704"
"ENSG00000164690",6469,"SHH"
"ENSG00000164736",64321,"SOX17"
"ENSG00000164749",3174,"HNF4G"
"ENSG00000164754",5885,"RAD21"
"ENSG00000164758",90390,"MED30"
"ENSG00000164778",2020,"EN2"
"ENSG00000164853",340260,"UNCX"
"ENSG00000164885",1020,"CDK5"
"ENSG00000164900",2636,"GBX1"
"ENSG00000164916",221937,"FOXK1"
"ENSG00000164920",116039,"OSR2"
"ENSG00000164975",6619,"SNAPC3"
"ENSG00000164985",11168,"PSIP1"
"ENSG00000165030",4783,"NFIL3"
"ENSG00000165061",79698,"ZMAT4"
"ENSG00000165066",157848,"NKX6-3"
"ENSG00000165119",3190,"HNRNPK"
"ENSG00000165156",11244,"ZHX1"
"ENSG00000165192",140456,"ASB11"
"ENSG00000165244",195828,"ZNF367"
"ENSG00000165259",139324,"HDX"
"ENSG00000165417",2957,"GTF2A1"
"ENSG00000165462",401,"PHOX2A"
"ENSG00000165495",63876,"PKNOX2"
"ENSG00000165512",7570,"ZNF22"
"ENSG00000165556",1045,"CDX2"
"ENSG00000165583",6758,"SSX5"
"ENSG00000165584",10214,"SSX3"
"ENSG00000165588",5015,"OTX2"
"ENSG00000165606",644168,"DRGX"
"ENSG00000165632",83860,"TAF3"
"ENSG00000165643",402381,"SOHLH1"
"ENSG00000165655",84858,"ZNF503"
"ENSG00000165671",64324,"NSD1"
"ENSG00000165684",6621,"SNAPC4"
"ENSG00000165702",8328,"GFI1B"
"ENSG00000165804",51222,"ZNF219"
"ENSG00000165819",56339,"METTL3"
"ENSG00000165821",6297,"SALL2"
"ENSG00000165887",26287,"ANKRD2"
"ENSG00000165891",144455,"E2F7"
"ENSG00000165916",5702,"PSMC3"
"ENSG00000166135",55662,"HIF1AN"
"ENSG00000166147",2200,"FBN1"
"ENSG00000166153",120863,"DEPDC4"
"ENSG00000166164",29117,"BRD7"
"ENSG00000166173",55323,"LARP6"
"ENSG00000166188",57567,"ZNF319"
"ENSG00000166200",9318,"COPS2"
"ENSG00000166211",121599,"SPIC"
"ENSG00000166228",5092,"PCBD1"
"ENSG00000166261",7753,"ZNF202"
"ENSG00000166266",8065,"CUL5"
"ENSG00000166268",196446,"MYRFL"
"ENSG00000166313",322,"APBB1"
"ENSG00000166337",6881,"TAF10"
"ENSG00000166349",5896,"RAG1"
"ENSG00000166402",7275,"TUB"
"ENSG00000166407",4004,"LMO1"
"ENSG00000166432",84460,"ZMAT1"
"ENSG00000166436",9866,"TRIM66"
"ENSG00000166454",23300,"ATMIN"
