"EnsemblID","GeneName","Hsap","Anan","Capa","Caty","Ccap","Cjac","Csab","Ggor","Mfas","Mleu","Mmul","Mmur","Mnem","Nleu","Ogar","Ppyg","Panu","Pcoq","Ppan","Psim","Ptep","Ptro","Rbie","Rrox","Sbbo","Tgel","Tsyr","number.of.NAs"
"ENSG00000166402","TUB","ENST00000299506.3","ENSANAT00000005075.1","ENSCANT00000016862.1","ENSCATT00000069457.1","ENSCCAT00000030594.1","ENSCJAT00000070141.2","ENSCSAT00000002465.1","ENSGGOT00000053200.1","ENSMFAT00000068087.1","ENSMLET00000021978.1","ENSMMUT00000092820.1","ENSMICT00000027000.2","ENSMNET00000069778.1","ENSNLET00000022341.2","ENSOGAT00000013162.2","ENSPPYT00000033639.1","ENSPANT00000041494.1","ENSPCOT00000017649.1","ENSPPAT00000042005.1","ENSPSMT00000036786.1","ENSPTET00000001888.1","ENSPTRT00000096854.1","ENSRBIT00000046675.1","ENSRROT00000036101.1","ENSSBOT00000048459.1","ENSTGET00000027793.1","ENSTSYT00000030383.1",0
"ENSG00000166407","LMO1","ENST00000335790.8","ENSANAT00000034081.1","ENSCANT00000059091.1","ENSCATT00000054547.1","ENSCCAT00000038197.1","ENSCJAT00000076302.2","ENSCSAT00000002469.1","ENSGGOT00000027338.2","ENSMFAT00000026638.1","ENSMLET00000043701.1","ENSMMUT00000107417.1","ENSMICT00000070610.1","ENSMNET00000045876.1","ENSNLET00000022345.2","ENSOGAT00000013166.2","ENSPPYT00000004181.1","ENSPANT00000042896.1","ENSPCOT00000029883.1","ENSPPAT00000037230.1","ENSPSMT00000036694.1","ENSPTET00000002331.1","ENSPTRT00000104934.1","ENSRBIT00000046319.1","ENSRROT00000033947.1","ENSSBOT00000048875.1","ENSTGET00000027428.1","ENSTSYT00000048313.1",0
"ENSG00000166432","ZMAT1","ENST00000372782.4","ENSANAT00000039758.1","ENSCANT00000050587.1","ENSCATT00000000699.1","ENSCCAT00000029722.1","ENSCJAT00000038708.3","ENSCSAT00000007881.1","ENSGGOT00000027220.2","ENSMFAT00000004534.1","ENSMLET00000005569.1","ENSMMUT00000003038.3","ENSMICT00000003312.3","ENSMNET00000049953.1","ENSNLET00000048815.1","ENSOGAT00000034444.1","ENSPPYT00000023984.1","lcl|XM_031660689.1_cds_XP_031516549.1_1 ","ENSPCOT00000029575.1","ENSPPAT00000056260.1","ENSPSMT00000022275.1","ENSPTET00000023077.1","ENSPTRT00000046330.5","ENSRBIT00000044139.1","ENSRROT00000050255.1","ENSSBOT00000043965.1","ENSTGET00000018123.1","ENSTSYT00000007325.2",0
"ENSG00000166436","TRIM66","ENST00000646038.1","ENSANAT00000057153.1","ENSCANT00000047688.1","ENSCATT00000061664.1","ENSCCAT00000033277.1","ENSCJAT00000022874.4",NA,"ENSGGOT00000016660.3","ENSMFAT00000023572.1","ENSMLET00000029447.1","ENSMMUT00000058095.2","ENSMICT00000002291.3","ENSMNET00000058686.1","ENSNLET00000022356.3","ENSOGAT00000011442.2",NA,"ENSPANT00000018586.2","ENSPCOT00000019638.1","ENSPPAT00000051798.1","ENSPSMT00000036624.1","ENSPTET00000002812.1","ENSPTRT00000101005.1","ENSRBIT00000035005.1",NA,"ENSSBOT00000050061.1","ENSTGET00000027180.1","ENSTSYT00000043171.1",3
"ENSG00000166454","ATMIN","ENST00000299575.5","ENSANAT00000047872.1","ENSCANT00000059128.1","ENSCATT00000061795.1","ENSCCAT00000001925.1","ENSCJAT00000032410.4","ENSCSAT00000001600.1","ENSGGOT00000013049.3","ENSMFAT00000034327.1","ENSMLET00000047118.1","ENSMMUT00000081538.1","ENSMICT00000058710.1","ENSMNET00000059156.1","ENSNLET00000042130.1","ENSOGAT00000024915.1","ENSPPYT00000008906.2","ENSPANT00000002281.2","ENSPCOT00000025662.1",NA,"ENSPSMT00000009003.1","ENSPTET00000038207.1","ENSPTRT00000073860.2","ENSRBIT00000065848.1","ENSRROT00000057537.1","ENSSBOT00000021002.1","ENSTGET00000023854.1",NA,2
"ENSG00000166477","LEO1","ENST00000299601.10","ENSANAT00000047974.1","ENSCANT00000032828.1","ENSCATT00000016576.1","ENSCCAT00000033713.1","ENSCJAT00000001772.3","ENSCSAT00000009431.1","ENSGGOT00000030175.2","ENSMFAT00000068643.1","ENSMLET00000062628.1","ENSMMUT00000003327.4","ENSMICT00000051935.2","ENSMNET00000053566.1","ENSNLET00000008253.3","ENSOGAT00000002257.2","ENSPPYT00000007646.1","ENSPANT00000012346.2","ENSPCOT00000028030.1","ENSPPAT00000057476.1","ENSPSMT00000029607.1","ENSPTET00000014294.1","ENSPTRT00000084600.1","ENSRBIT00000050038.1","ENSRROT00000049440.1","ENSSBOT00000045471.1","ENSTGET00000020825.1","ENSTSYT00000030366.1",0
"ENSG00000166478","ZNF143","ENST00000396602.7","ENSANAT00000055426.1","ENSCANT00000042455.1","ENSCATT00000048350.1","ENSCCAT00000018363.1","ENSCJAT00000022114.2","ENSCSAT00000002551.1","ENSGGOT00000050959.1","ENSMFAT00000048606.1","ENSMLET00000056777.1","ENSMMUT00000095647.1","ENSMICT00000059591.1","ENSMNET00000058363.1","ENSNLET00000022405.3","ENSOGAT00000011522.2","ENSPPYT00000004166.2","ENSPANT00000021515.2",NA,"ENSPPAT00000061964.1","ENSPSMT00000035682.1","ENSPTET00000007943.1","ENSPTRT00000079451.1",NA,"ENSRROT00000029798.1","ENSSBOT00000030127.1","ENSTGET00000025226.1","ENSTSYT00000038242.1",2
"ENSG00000166484","MAPK7","ENST00000395604.8","ENSANAT00000030967.1","ENSCANT00000021117.1","ENSCATT00000044716.1","ENSCCAT00000036113.1","ENSCJAT00000002372.3","ENSCSAT00000005938.1","ENSGGOT00000053067.1","ENSMFAT00000003263.1","ENSMLET00000031601.1","ENSMMUT00000107407.1","ENSMICT00000062862.1","ENSMNET00000060412.1","ENSNLET00000032642.2","ENSOGAT00000012027.2","lcl|XM_002827129.4_cds_XP_002827175.1_1 ","ENSPANT00000022299.3","ENSPCOT00000026285.1","ENSPPAT00000056394.1","ENSPSMT00000017235.1","ENSPTET00000014849.1","ENSPTRT00000016351.4","ENSRBIT00000062591.1","ENSRROT00000065822.1","ENSSBOT00000038314.1","ENSTGET00000003038.1","ENSTSYT00000032082.1",0
"ENSG00000166508","MCM7","ENST00000303887.10","ENSANAT00000039706.1","ENSCANT00000007143.1","ENSCATT00000056016.1","ENSCCAT00000056707.1","ENSCJAT00000030359.3","ENSCSAT00000015942.1","ENSGGOT00000056848.1","ENSMFAT00000033043.1","ENSMLET00000034352.1","ENSMMUT00000018858.4","ENSMICT00000031093.2","ENSMNET00000062292.1","ENSNLET00000014659.3","ENSOGAT00000016846.2","ENSPPYT00000020267.2","ENSPANT00000009928.2","ENSPCOT00000016871.1","ENSPPAT00000045642.1","ENSPSMT00000001506.1","ENSPTET00000036262.1","ENSPTRT00000036049.5","ENSRBIT00000041219.1",NA,"ENSSBOT00000053659.1","ENSTGET00000017004.1","ENSTSYT00000001760.2",1
"ENSG00000166526","ZNF3","ENST00000299667.9",NA,NA,"ENSCATT00000055967.1",NA,NA,NA,"ENSGGOT00000049657.1",NA,NA,"ENSMMUT00000091642.1",NA,NA,"lcl|XM_030795965.1_cds_XP_030651825.1_1 ",NA,"lcl|XM_009242604.2_cds_XP_009240879.2_1 ",NA,NA,NA,NA,NA,"ENSPTRT00000091566.1",NA,NA,NA,NA,"ENSTSYT00000013693.2",19
"ENSG00000166529","ZSCAN21","ENST00000292450.9","ENSANAT00000039862.1","ENSCANT00000045705.1","ENSCATT00000055442.1","ENSCCAT00000023171.1","lcl|XM_008982787.4_cds_XP_008981035.1_1 ","ENSCSAT00000015927.1","ENSGGOT00000011492.3","ENSMFAT00000005160.1","ENSMLET00000042888.1","ENSMMUT00000042467.3","ENSMICT00000038128.2","ENSMNET00000035050.1","ENSNLET00000051482.1","ENSOGAT00000016315.2","ENSPPYT00000020264.2","ENSPANT00000009779.2","ENSPCOT00000017479.1","ENSPPAT00000030402.1","ENSPSMT00000001287.1","ENSPTET00000036435.1","ENSPTRT00000061919.3",NA,"ENSRROT00000050147.1","ENSSBOT00000038356.1","ENSTGET00000017222.1","ENSTSYT00000006410.2",1
"ENSG00000166669","ATF7IP2","ENST00000396560.6","ENSANAT00000044527.1","ENSCANT00000030655.1","ENSCATT00000061761.1","ENSCCAT00000042307.1","ENSCJAT00000033341.4","ENSCSAT00000006564.1","ENSGGOT00000059934.1","ENSMFAT00000068218.1","ENSMLET00000048402.1","ENSMMUT00000107102.1",NA,"ENSMNET00000049900.1","ENSNLET00000012930.3",NA,"ENSPPYT00000008349.2","ENSPANT00000015937.3",NA,"ENSPPAT00000042275.1",NA,"ENSPTET00000034076.1","ENSPTRT00000097859.1","ENSRBIT00000046003.1","ENSRROT00000054947.1","ENSSBOT00000028099.1","ENSTGET00000039066.1",NA,5
"ENSG00000166704","ZNF606","ENST00000341164.8","ENSANAT00000045982.1","ENSCANT00000029136.1","ENSCATT00000034493.1","ENSCCAT00000025761.1","ENSCJAT00000000678.4","ENSCSAT00000016917.1","ENSGGOT00000026714.2","ENSMFAT00000013873.1","ENSMLET00000039273.1","ENSMMUT00000102982.1","ENSMICT00000005007.3","ENSMNET00000049194.1","ENSNLET00000014080.2","ENSOGAT00000009302.2","ENSPPYT00000012202.2","ENSPANT00000019475.2","ENSPCOT00000016204.1","ENSPPAT00000047821.1","ENSPSMT00000029509.1","ENSPTET00000005794.1","ENSPTRT00000021580.6","ENSRBIT00000053278.1","ENSRROT00000032352.1","ENSSBOT00000002519.1","ENSTGET00000023057.1","ENSTSYT00000044667.1",0
"ENSG00000166716","ZNF592","ENST00000560079.7","ENSANAT00000029681.1","ENSCANT00000044484.1","ENSCATT00000002050.1","ENSCCAT00000041370.1","ENSCJAT00000031510.4","ENSCSAT00000015335.1","ENSGGOT00000034497.2","ENSMFAT00000009832.1","ENSMLET00000009803.1","lcl|XM_028850206.1_cds_XP_028706039.1_1 ","ENSMICT00000000762.3","ENSMNET00000031270.1","ENSNLET00000014381.2","ENSOGAT00000002466.2","ENSPPYT00000008120.2","ENSPANT00000020269.2","ENSPCOT00000030787.1","ENSPPAT00000051612.1","ENSPSMT00000020625.1","ENSPTET00000007771.1","ENSPTRT00000091822.1",NA,"ENSRROT00000050438.1","ENSSBOT00000046870.1","ENSTGET00000007112.1","ENSTSYT00000014765.2",1
"ENSG00000166823","MESP1","ENST00000300057.4",NA,NA,"ENSCATT00000032549.1",NA,NA,"ENSCSAT00000015226.1","ENSGGOT00000014995.3","ENSMFAT00000026218.1",NA,"ENSMMUT00000014808.4",NA,"ENSMNET00000067996.1",NA,NA,"ENSPPYT00000008101.2","ENSPANT00000015622.2",NA,"ENSPPAT00000037089.1",NA,"ENSPTET00000053027.1","ENSPTRT00000013726.5","ENSRBIT00000040395.1","ENSRROT00000045779.1",NA,"ENSTGET00000010505.1",NA,12
"ENSG00000166848","TERF2IP","ENST00000300086.5","ENSANAT00000035822.1",NA,"ENSCATT00000053990.1","ENSCCAT00000031382.1","ENSCJAT00000027607.3","ENSCSAT00000001683.1","ENSGGOT00000032497.2","ENSMFAT00000026772.1",NA,"ENSMMUT00000008086.4","ENSMICT00000069447.1","ENSMNET00000056598.1",NA,"ENSOGAT00000005911.2","lcl|XM_003780726.3_cds_XP_003780774.3_1 ","ENSPANT00000013805.2","ENSPCOT00000038420.1","ENSPPAT00000064196.1","ENSPSMT00000019151.1","ENSPTET00000000050.1","ENSPTRT00000015421.3","ENSRBIT00000041572.1","ENSRROT00000058166.1","ENSSBOT00000043082.1","ENSTGET00000021453.1","ENSTSYT00000004378.2",3
"ENSG00000166860","ZBTB39","ENST00000300101.3","ENSANAT00000024992.1","ENSCANT00000005018.1","ENSCATT00000017467.1","ENSCCAT00000016191.1","ENSCJAT00000073213.1","ENSCSAT00000018988.1","ENSGGOT00000031273.2","ENSMFAT00000046342.1","ENSMLET00000029332.1","ENSMMUT00000065858.2","lcl|XM_012777018.2_cds_XP_012632472.1_1 ","ENSMNET00000017442.1","ENSNLET00000024293.2","ENSOGAT00000001099.2","lcl|XM_024257339.1_cds_XP_024113107.1_1 ","ENSPANT00000001991.2","lcl|XM_012653634.1_cds_XP_012509088.1_1 ","ENSPPAT00000028079.1","ENSPSMT00000039043.1","ENSPTET00000044307.1","ENSPTRT00000098127.1","ENSRBIT00000003833.1","ENSRROT00000015164.1","ENSSBOT00000023078.1","ENSTGET00000022418.1","lcl|XM_008065240.2_cds_XP_008063431.1_1 ",0
"ENSG00000166886","NAB2","ENST00000300131.8","ENSANAT00000041485.1","ENSCANT00000042373.1","ENSCATT00000027267.1","ENSCCAT00000051718.1","ENSCJAT00000020337.2","ENSCSAT00000003008.1","ENSGGOT00000060786.1","ENSMFAT00000017508.1","ENSMLET00000017431.1","ENSMMUT00000090428.1","ENSMICT00000062740.1","ENSMNET00000032201.1","ENSNLET00000022216.2","ENSOGAT00000027062.1","ENSPPYT00000005539.2","ENSPANT00000011294.3","ENSPCOT00000020741.1","ENSPPAT00000039454.1","ENSPSMT00000038956.1","ENSPTET00000043958.1","ENSPTRT00000009402.3","ENSRBIT00000063121.1","ENSRROT00000059034.1","ENSSBOT00000026936.1","ENSTGET00000022758.1","ENSTSYT00000033711.1",0
"ENSG00000166888","STAT6","ENST00000300134.8","ENSANAT00000036723.1","ENSCANT00000042179.1","ENSCATT00000059809.1","ENSCCAT00000024393.1","ENSCJAT00000091051.1","ENSCSAT00000003001.1","ENSGGOT00000001436.3","ENSMFAT00000005699.1","ENSMLET00000051440.1","ENSMMUT00000108000.1","ENSMICT00000009093.3","ENSMNET00000069726.1","ENSNLET00000022210.3","ENSOGAT00000005006.2","ENSPPYT00000005542.2","ENSPANT00000004897.2","ENSPCOT00000017017.1","ENSPPAT00000035790.1","ENSPSMT00000038931.1","ENSPTET00000043830.1","ENSPTRT00000009405.5","ENSRBIT00000034604.1","ENSRROT00000041904.1","ENSSBOT00000024390.1","ENSTGET00000022837.1","ENSTSYT00000000266.2",0
"ENSG00000166913","YWHAB","ENST00000353703.9","ENSANAT00000039189.1","ENSCANT00000031063.1","ENSCATT00000060694.1","ENSCCAT00000027323.1","ENSCJAT00000082764.2","ENSCSAT00000012306.1","ENSGGOT00000061810.1","ENSMFAT00000031278.1","ENSMLET00000054602.1","ENSMMUT00000099496.1","ENSMICT00000033962.2","ENSMNET00000055251.1","ENSNLET00000008477.3","ENSOGAT00000008913.2","ENSPPYT00000012812.2","ENSPANT00000007273.2","ENSPCOT00000041498.1","ENSPPAT00000049631.1","ENSPSMT00000019167.1","ENSPTET00000030891.1","ENSPTRT00000025181.5","ENSRBIT00000059229.1","ENSRROT00000039702.1","ENSSBOT00000031918.1","ENSTGET00000031413.1","ENSTSYT00000039681.1",0
"ENSG00000166925","TSC22D4","ENST00000300181.7","ENSANAT00000041706.1","ENSCANT00000038761.1",NA,"ENSCCAT00000057671.1","ENSCJAT00000029839.3","ENSCSAT00000015997.1","ENSGGOT00000026687.2","ENSMFAT00000017205.1","ENSMLET00000009400.1","ENSMMUT00000085630.1","ENSMICT00000049009.2","ENSMNET00000055111.1","lcl|XM_030797281.1_cds_XP_030653141.1_1 ","ENSOGAT00000011021.2","ENSPPYT00000020289.2","ENSPANT00000029239.2","ENSPCOT00000036708.1","ENSPPAT00000064678.1","ENSPSMT00000002432.1","ENSPTET00000034268.1","ENSPTRT00000081510.1",NA,"ENSRROT00000063833.1","ENSSBOT00000041889.1","ENSTGET00000015247.1",NA,3
"ENSG00000166949","SMAD3","ENST00000327367.9","ENSANAT00000001661.1","ENSCANT00000003711.1","ENSCATT00000011099.1","ENSCCAT00000023400.1",NA,"ENSCSAT00000011369.1",NA,"ENSMFAT00000022807.1","ENSMLET00000040322.1","ENSMMUT00000054942.2","ENSMICT00000059316.1","ENSMNET00000042598.1","ENSNLET00000048059.1","ENSOGAT00000014219.2","ENSPPYT00000007769.2","ENSPANT00000010320.2","ENSPCOT00000032574.1","ENSPPAT00000043962.1","ENSPSMT00000001998.1","ENSPTET00000047980.1","ENSPTRT00000013292.3","ENSRBIT00000029624.1","ENSRROT00000027266.1","ENSSBOT00000024717.1","ENSTGET00000037162.1","ENSTSYT00000029953.1",2
"ENSG00000166987","MBD6","ENST00000355673.8","ENSANAT00000026025.1","ENSCANT00000046609.1","ENSCATT00000066857.1","ENSCCAT00000043294.1","ENSCJAT00000014157.3","ENSCSAT00000002842.1","ENSGGOT00000022467.2","ENSMFAT00000023458.1","ENSMLET00000036239.1","ENSMMUT00000015791.4","ENSMICT00000028794.2","ENSMNET00000057445.1",NA,"ENSOGAT00000005236.2","ENSPPYT00000005555.1","ENSPANT00000017690.2","ENSPCOT00000020966.1","ENSPPAT00000060480.1","ENSPSMT00000037546.1","ENSPTET00000041354.1","ENSPTRT00000072863.2",NA,"ENSRROT00000064870.1","ENSSBOT00000008050.1","ENSTGET00000025403.1","ENSTSYT00000025839.1",2
"ENSG00000167034","NKX3-1","ENST00000380871.5","ENSANAT00000058034.1","ENSCANT00000032791.1","ENSCATT00000009518.1","ENSCCAT00000040239.1",NA,"ENSCSAT00000014326.1","ENSGGOT00000061287.1","ENSMFAT00000002976.1",NA,"ENSMMUT00000059690.2","ENSMICT00000069371.1","ENSMNET00000034562.1","ENSNLET00000041747.1",NA,"ENSPPYT00000021495.2","ENSPANT00000012624.2","ENSPCOT00000036215.1","ENSPPAT00000031024.1",NA,"ENSPTET00000039450.1","ENSPTRT00000106447.1","ENSRBIT00000025743.1","ENSRROT00000047571.1","ENSSBOT00000046817.1",NA,NA,6
"ENSG00000167074","TEF","ENST00000266304.9","ENSANAT00000052817.1","ENSCANT00000040200.1","ENSCATT00000045057.1","ENSCCAT00000049039.1","ENSCJAT00000091799.1","ENSCSAT00000003853.1","ENSGGOT00000065074.1","ENSMFAT00000034896.1","ENSMLET00000042634.1","ENSMMUT00000089983.1","ENSMICT00000061889.1","ENSMNET00000022565.1","ENSNLET00000019724.3","ENSOGAT00000027860.1","ENSPPYT00000013781.2","ENSPANT00000028920.2","ENSPCOT00000015056.1","ENSPPAT00000047738.1","ENSPSMT00000002346.1","ENSPTET00000027288.1","ENSPTRT00000026957.4","ENSRBIT00000051444.1","ENSRROT00000070169.1","ENSSBOT00000032095.1",NA,"ENSTSYT00000044873.1",1
"ENSG00000167081","PBX3","ENST00000373489.10","ENSANAT00000035499.1","ENSCANT00000061248.1","ENSCATT00000069577.1","ENSCCAT00000034424.1","ENSCJAT00000013777.3","lcl|XM_008006228.1_cds_XP_008004419.1_1 ","lcl|XM_004048613.3_cds_XP_004048661.2_1 ","ENSMFAT00000061529.1","ENSMLET00000057487.1","ENSMMUT00000019326.4","ENSMICT00000067685.1","ENSMNET00000053453.1","ENSNLET00000053723.1","ENSOGAT00000034665.1","ENSPPYT00000022885.2","lcl|XM_031654517.1_cds_XP_031510377.1_1 ","ENSPCOT00000034346.1","ENSPPAT00000038197.1","ENSPSMT00000040328.1","ENSPTET00000017925.1","ENSPTRT00000039536.6","ENSRBIT00000030836.1","ENSRROT00000070359.1","ENSSBOT00000047085.1","ENSTGET00000034515.1",NA,1
"ENSG00000167085","PHB","ENST00000300408.8","ENSANAT00000033049.1","ENSCANT00000051234.1","ENSCATT00000068171.1","ENSCCAT00000044685.1","ENSCJAT00000014086.4","ENSCSAT00000018132.1","ENSGGOT00000027292.2","ENSMFAT00000004965.1",NA,"ENSMMUT00000000227.4","ENSMICT00000059731.1","ENSMNET00000035773.1","ENSNLET00000003902.2","ENSOGAT00000032625.1","ENSPPYT00000010409.2","ENSPANT00000019912.2","ENSPCOT00000004878.1","ENSPPAT00000029757.1",NA,"ENSPTET00000048877.1","ENSPTRT00000017203.2","ENSRBIT00000067407.1","ENSRROT00000054398.1","ENSSBOT00000042676.1","ENSTGET00000043323.1","ENSTSYT00000030635.1",2
"ENSG00000167088","SNRPD1","ENST00000300413.10","ENSANAT00000033364.1",NA,"ENSCATT00000058356.1","ENSCCAT00000046963.1","ENSCJAT00000111986.1","ENSCSAT00000015748.1","ENSGGOT00000047085.1","ENSMFAT00000003879.1","ENSMLET00000032338.1","ENSMMUT00000080169.1","ENSMICT00000041135.2","ENSMNET00000060798.1","ENSNLET00000040614.1","ENSOGAT00000007836.2","ENSPPYT00000029353.2","ENSPANT00000022325.2","ENSPCOT00000015356.1","ENSPPAT00000062748.1","ENSPSMT00000039842.1","ENSPTET00000051247.1","ENSPTRT00000077295.1","ENSRBIT00000025334.1","ENSRROT00000031040.1","ENSSBOT00000024917.1","ENSTGET00000022959.1","ENSTSYT00000046414.1",1
"ENSG00000167157","PRRX2","ENST00000372469.6","ENSANAT00000027229.1",NA,"ENSCATT00000057508.1","ENSCCAT00000024194.1","ENSCJAT00000039860.3","ENSCSAT00000012703.1","ENSGGOT00000000605.3",NA,NA,"ENSMMUT00000083661.1","ENSMICT00000027391.2","ENSMNET00000035484.1","ENSNLET00000050798.1",NA,NA,"ENSPANT00000028297.2","ENSPCOT00000033758.1","ENSPPAT00000038737.1","ENSPSMT00000032274.1","ENSPTET00000005406.1","ENSPTRT00000039734.4",NA,NA,NA,"ENSTGET00000024235.1",NA,9
"ENSG00000167182","SP2","ENST00000376741.5","ENSANAT00000048007.1","ENSCANT00000057150.1",NA,"ENSCCAT00000058323.1","ENSCJAT00000015087.2","ENSCSAT00000000584.1","ENSGGOT00000005359.3","ENSMFAT00000013049.1","ENSMLET00000039552.1","ENSMMUT00000006728.4","ENSMICT00000051572.2","ENSMNET00000034566.1",NA,"ENSOGAT00000029709.1","ENSPPYT00000033664.1","ENSPANT00000020328.2","ENSPCOT00000021947.1","ENSPPAT00000030311.1",NA,"ENSPTET00000045553.1","ENSPTRT00000017155.5","ENSRBIT00000040880.1","ENSRROT00000051696.1","ENSSBOT00000042147.1","ENSTGET00000001974.1","ENSTSYT00000027245.1",3
"ENSG00000167193","CRK","ENST00000300574.3","ENSANAT00000042709.1","ENSCANT00000040420.1","ENSCATT00000062638.1","ENSCCAT00000045938.1","ENSCJAT00000003990.3",NA,"ENSGGOT00000006781.3","ENSMFAT00000019883.1","ENSMLET00000023532.1","ENSMMUT00000058676.2","ENSMICT00000058560.1","ENSMNET00000056822.1","ENSNLET00000000907.2","ENSOGAT00000006158.2",NA,"ENSPANT00000024255.2","ENSPCOT00000028991.1","ENSPPAT00000036365.1","ENSPSMT00000023543.1","ENSPTET00000005703.1","ENSPTRT00000110250.1","ENSRBIT00000007037.1","ENSRROT00000047443.1","ENSSBOT00000051098.1","ENSTGET00000021079.1","ENSTSYT00000045955.1",2
"ENSG00000167202","TBC1D2B","ENST00000409931.7","ENSANAT00000024668.1","ENSCANT00000040846.1","ENSCATT00000050151.1","ENSCCAT00000036627.1","ENSCJAT00000055699.3","ENSCSAT00000012840.1","ENSGGOT00000009072.3","ENSMFAT00000066929.1","ENSMLET00000044668.1","ENSMMUT00000063310.2","ENSMICT00000063796.1","ENSMNET00000060367.1","ENSNLET00000010727.3","ENSOGAT00000014096.2","ENSPPYT00000007899.2","ENSPANT00000027244.2","ENSPCOT00000026898.1","ENSPPAT00000055537.1","ENSPSMT00000012807.1","ENSPTET00000013792.1","ENSPTRT00000013526.4","ENSRBIT00000047878.1","ENSRROT00000064439.1","ENSSBOT00000014940.1","ENSTGET00000001105.1","ENSTSYT00000000295.2",0
"ENSG00000167333","TRIM68","ENST00000300747.10","ENSANAT00000034876.1","ENSCANT00000050548.1","ENSCATT00000021236.1","ENSCCAT00000044962.1","ENSCJAT00000030409.4","ENSCSAT00000002289.1","ENSGGOT00000010467.3","ENSMFAT00000028532.1","ENSMLET00000036312.1","ENSMMUT00000031912.4",NA,"ENSMNET00000055612.1","ENSNLET00000054763.1","ENSOGAT00000013946.2",NA,"ENSPANT00000007137.2","lcl|XM_012645596.1_cds_XP_012501050.1_1 ","ENSPPAT00000048750.1","ENSPSMT00000023131.1","ENSPTET00000021969.1","ENSPTRT00000006155.4","ENSRBIT00000053930.1","ENSRROT00000062353.1","ENSSBOT00000047812.1","ENSTGET00000034411.1",NA,3
"ENSG00000167377","ZNF23","ENST00000393539.6","ENSANAT00000029571.1","ENSCANT00000050576.1","ENSCATT00000054161.1","ENSCCAT00000029515.1","ENSCJAT00000029138.3","ENSCSAT00000002310.1","ENSGGOT00000055049.1","ENSMFAT00000062937.1","ENSMLET00000056394.1","ENSMMUT00000104194.1","ENSMICT00000001878.3","ENSMNET00000051911.1","ENSNLET00000036092.1",NA,"ENSPPYT00000008851.2","ENSPANT00000023885.2","ENSPCOT00000021336.1","ENSPPAT00000001750.1","ENSPSMT00000011735.1","ENSPTET00000007731.1","ENSPTRT00000084381.1","ENSRBIT00000046821.1","ENSRROT00000039710.1","ENSSBOT00000032270.1","ENSTGET00000017096.1","ENSTSYT00000039921.1",1
"ENSG00000167380","ZNF226","ENST00000337433.9","ENSANAT00000050924.1","ENSCANT00000031312.1","ENSCATT00000048939.1","ENSCCAT00000029998.1","ENSCJAT00000025886.3","ENSCSAT00000001356.1","ENSGGOT00000017086.3","ENSMFAT00000064309.1","ENSMLET00000041989.1","ENSMMUT00000031974.4","ENSMICT00000016711.3","ENSMNET00000061817.1","ENSNLET00000002431.2",NA,"ENSPPYT00000011721.2","ENSPANT00000005160.2","ENSPCOT00000028012.1","ENSPPAT00000053143.1","ENSPSMT00000018288.1","ENSPTET00000046072.1","ENSPTRT00000020646.6","ENSRBIT00000057982.1","ENSRROT00000045888.1","ENSSBOT00000033539.1","ENSTGET00000025305.1","ENSTSYT00000003906.2",1
"ENSG00000167384","ZNF180","ENST00000221327.8","ENSANAT00000060226.1","ENSCANT00000038961.1","ENSCATT00000032515.1","ENSCCAT00000032650.1","ENSCJAT00000055310.2","ENSCSAT00000001339.1","ENSGGOT00000010209.3","ENSMFAT00000021653.1","ENSMLET00000036655.1","ENSMMUT00000038475.3","ENSMICT00000046402.2","ENSMNET00000069313.1","ENSNLET00000054410.1","ENSOGAT00000006835.2","ENSPPYT00000011729.2","ENSPANT00000018405.2","ENSPCOT00000035315.1","ENSPPAT00000032566.1","ENSPSMT00000042459.1","ENSPTET00000045373.1","ENSPTRT00000020657.4","ENSRBIT00000016873.1","ENSRROT00000034777.1","ENSSBOT00000026048.1","ENSTGET00000027663.1","ENSTSYT00000012850.2",0
"ENSG00000167393","PPP2R3B","ENST00000390665.9",NA,"lcl|XM_011943963.1_cds_XP_011799353.1_1 ","lcl|XM_012069730.1_cds_XP_011925120.1_1 ","ENSCCAT00000034663.1","lcl|XM_035289855.1_cds_XP_035145746.1_1 ","lcl|XM_008019615.1_cds_XP_008017806.1_1 ","ENSGGOT00000029342.2","ENSMFAT00000035123.1",NA,NA,NA,"lcl|XM_024791665.1_cds_XP_024647433.1_1 ",NA,"ENSOGAT00000033487.1","lcl|XM_024241572.1_cds_XP_024097340.1_1 ",NA,NA,"lcl|XM_034940576.1_cds_XP_034796467.1_1 ",NA,NA,NA,NA,"lcl|XM_030926281.1_cds_XP_030782141.1_1 ",NA,NA,NA,14
"ENSG00000167394","ZNF668","ENST00000300849.5","ENSANAT00000026991.1","ENSCANT00000041824.1","ENSCATT00000006386.1","ENSCCAT00000023305.1","ENSCJAT00000054344.2","ENSCSAT00000003780.1","ENSGGOT00000044933.1","ENSMFAT00000003880.1",NA,"ENSMMUT00000016627.4","ENSMICT00000030570.2","ENSMNET00000045036.1","ENSNLET00000055303.1","ENSOGAT00000033935.1","ENSPPYT00000008589.2","ENSPANT00000018259.2","ENSPCOT00000029791.1","ENSPPAT00000063959.1","ENSPSMT00000012839.1","ENSPTET00000038376.1","ENSPTRT00000014811.4","ENSRBIT00000058203.1","ENSRROT00000036740.1","ENSSBOT00000046726.1","ENSTGET00000015798.1","ENSTSYT00000031992.1",1
